TM	PITCHERS	IP	SO vlhp	BB vlhp	HIT v lhp	OB v lhp	TB v lhp	HR v lhp	BP v lhp	DP vlhp	SO v rhp	BB v rhp	HIT v rhp	OB v rhp	TB v rhp	HR v rhp	BP v rhp	DP v rhp	HO	ENDURANCE	FIELD	BK	WP	BAT-B	STL	SPD
TEA	"Griffin,A"	119	24	11	16.5	27.5	48.5	8	8	4	23	11	7	18	14.7	2.4	4	7	-1	S(5)	3- 0	3	0	1WR-C	E	10
TOA	"Grilli,J"	59	39	27	4.1	31.1	16.1	3.8	6*	1	50	13	8.6	21.6	26.6	2.4	4*	0	-2	R(1) C(2)	2-24	0	7	1WR-C	E	10
CHN	"Grimm,J"	53	43	4	23.6	27.6	33.4	1	1	0	34	18	9.6	27.5	18.2	1.2	1	0	0	R(1)	3- 0	0	20	1WR-C	E	10
NYN	"Gsellman,R"	45	39	12	11.3	23.3	16.8	0	0	4	19	4	25.1	29.1	27.1	0	0	4	-3	S(6) R(4)	3- 0	0	4	1WR-D	E	13
LAA	"Guerra,D"	53	15	0	14.3	14.3	18.5	0.4	0	12	10	0	22.8	22.8	41.8	2.6	4	8	-3	R(2)	3- 0	8	8	1WR-C	E	10
MLN	"Guerra,J"	122	24	12	7.1	19.1	15.8	1.8	0*	9	19	8	15.8	23.8	27.9	0.8	0	9	0	S(6)	3-24	3	13	4WR-A	E	10
OAA	"Hahn,J"	46	2	5	34.8	39.8	70.7	10.8	8	12	2	16	19.5	35.5	20.4	0	0	12	9	S(5)	4- 0	0	9	1WR-C	E	12
TEA	"Hamels,C*"	201	21	14	4.9	18.9	9.6	1.4	2	8	30	10	11.7	21.7	17.5	1.2	2	8	7	S(7*)	3-22	2	4	1WL-D	E	14
CHN	"Hammel,J"	167	19	16	13.3	29.3	32.2	3	6	7	22	3	17	20	28.5	2.6	4	9	2	S(6)	3- 8	0	1	4WR-A	E	10
SDN	"Hand,B*"	89	50	14	0	14	0	0	0*	3	36	8	12.2	20.2	23.1	2	2	2	5	R(2) C(0)	3-16	0	18	1WL-C	E	12
TOA	"Happ,J*"	195	15	8	16.9	24.9	23	1.2	1	12	23	8	10.6	18.5	19.5	2	2	12	-2	S(6*)	2- 0	4	3	3WL-B	E	10
TEA	"Harrell,L"	47	21	15	11.3	26.3	23.3	2.4	3	6	11	21	21.7	42.7	28.2	0	0	7	5	S(6)	3-31	0	20	1WS-D	E	10
HOA	"Harris,W"	64	46	2	11.6	13.6	13.8	0	0	9	28	6	16.5	22.5	18	0	0	8	9	R(1) C(3)	4- 0	0	15	1WR-C	E	10
NYN	"Harvey,M"	93	19	6	31.3	37.3	49.9	1	0	7	18	3	25.4	28.4	34.5	1.2	1	7	0	S(6)	2-16	0	9	2WR-D	E	12
LAN	"Hatcher,C"	41	30	16	1.6	17.6	1.6	0	0*	10	28	11	25.9	36.9	63.9	7.3	8	0	2	R(2)	3-36	0	20	3WR-C	E	10
PHN	"Hellickson,J"	189	17	9	17.6	26.6	30.3	2.2	2	12	24	0	15.5	15.5	31.8	2.4	3	12	0	S(6)	2- 0	2	7	2WR-A	E	13
BOA	"Hembree,H"	51	11	7	33.5	40.5	46.2	1.2	3	0	29	7	7.6	14.6	15.2	1.2	2	0	9	R(2)	4-28	0	0	1WR-C	E	10
NYN	"Henderson,J"	35	38	10	12.7	22.6	27.9	2.8	4	0	31	13	12.1	25.1	32.8	4.2	8	0	5	R(1)	4-42	9	0	1WL-C	E	10
CHN	"Hendricks,K"	190	28	1	14.7	15.7	22	0.6	1	8	26	6	9.8	15.9	15.1	1	1	8	0	S(6)	2- 0	0	6	2WR-B	E	14
OAA	"Hendriks,L"	65	44	3	16	19	22	0.2	1	5	28	0	31	31	42.2	1.2	2	5	9	R(2)	4- 0	0	10	1WR-C	E	10
PHN	"Hernandez,D"	73	29	13	16.1	29.1	34.3	4.8	7	0	32	8	24.8	32.8	33.5	0.6	0	2	0	R(2) C(0)	4- 0	0	18	1WR-C	E	10
SEA	"Hernandez,F"	153	15	13	16.5	29.5	27.9	1.8	2	11	21	14	10.6	24.6	20	2	2	10	4	S(6)	4-19	0	8	1WR-B	E	10
KCA	"Herrera,K"	72	38	3	11.8	14.8	17	0	0	1	50	0	14.9	14.9	26.1	1.6	3	1	-2	R(1) C(4)	2- 0	0	9	1WR-C	E	10
LAN	"Hill,R*"	110	16	0	9.5	9.5	13.5	0	0	6	47	11	5	16	5.6	0	0	6	0	S(6)	2-26	0	0	1WL-D	E	10
KCA	"Hochevar,L"	37	45	12	6.7	18.7	12.8	0.2	0	0	29	0	18.9	18.9	47.1	6.3	8	0	8	R(1)	3- 0	0	12	1WR-C	E	10
CON	"Hoffman,J"	31	0	14	20.4	34.4	35.2	2.8	4	16	24	17	18.9	35.9	40.5	4.8	7	4	-2	S(5) R(3)	3-46	0	20	1WR-B	E	10
TEA	"Holland,D*"	107	21	5	19	24	19	0	0	4	6	7	21.4	28.4	36.7	2.6	4	3	-2	S(5) R(3)	2-27	0	3	3WS-D	E	10
LAN	"Howell,J*"	51	22	0	30.8	30.8	38.8	1.2	2	4	19	8	21	29	25.2	0.2	0	4	-3	R(1)	3- 0	0	13	1WL-C	E	10
ARN	"Hudson,D"	60	18	8	22.3	30.3	34.7	1.6	1	0	30	6	18.7	24.7	29.5	0.8	1	0	0	R(1) C(3)	3-48	0	18	1WR-C	E	10
PIN	"Hughes,J"	59	0	0	22.9	22.9	50.7	1.6	3	10	19	14	20.4	34.3	25.5	0.8	2	11	5	R(1) C(0)	4- 0	0	18	1WR-C	E	10
MNA	"Hughes,P"	59	8	13	34.5	47.5	43.1	1.2	1	7	4	0	23.1	23.1	43.6	4.6	8	7	-5	S(5)	3- 0	0	0	1WR-C	E	10
BAA	"Hunter,T"	34	12	0	32.5	32.5	40.7	0	0	12	14	8	17.2	25.2	22.2	0	0	12	9	R(1)	5- 0	0	0	1WR-C	E	10
CIN	"Iglesias,R"	78	18	5	20.6	25.6	36.2	2.6	2	0	47	10	4.6	14.6	4.6	0	0	0	-4	S(5) R(3) C(3)	3-18	5	8	1WR-D	E	10
SEA	"Iwakuma,H"	199	15	0	27.4	27.4	39.5	1.8	3	12	18	5	21.6	26.6	36.6	2.8	4	10	-1	S(6*)	3- 0	0	4	1WR-B	E	10
SDN	"Jackson,E"	84	11	21	13.9	34.9	24.6	1.2	1	9	14	8	23.5	31.5	48.5	4.3	8	4	-2	S(6) R(3)	4-34	0	15	3WR-B	D	14
LAN	"Jansen,K"	69	68	0	9.1	9.1	18	0.6	0*	0	69	0	0	0	0	0	0*	0	0	R(1) C(6)	4-21	0	3	1WS-C	E	10
TEA	"Jeffress,J"	58	19	1	28.8	29.8	42.6	0	0	12	13	9	10.4	19.4	10.4	0	0	12	-3	R(1) C(6)	4- 0	0	12	1WR-C	E	10
ATN	"Jenkins,T"	52	2	33	15.9	48.8	25.7	2.4	4	8	0	16	18.6	34.6	45.9	6	8	9	-2	S(5) R(3)	3- 0	0	3	1WR-B	E	12
CHA	"Jennings,D*"	61	21	19	10.2	29.2	20.8	0	0*	11	14	14	20.3	34.3	25.1	0	0	11	-4	R(2) C(0)	2-24	0	14	1WL-C	E	10
TBA	"Jepsen,K"	50	11	7	29.8	36.8	79	15.3	8	12	13	13	24.8	37.8	42.3	2	2	10	-1	R(1) C(3)	3- 0	0	17	1WR-C	E	10
BAA	"Jimenez,U"	142	25	15	22.6	37.6	39.8	2.4	4	0	16	16	15.4	31.3	19	0	0	4	9	S(5) R(3) C(0)	5-20	2	7	1WR-C	E	10
SDN	"Johnson,E"	31	17	3	24.9	27.9	80	15.3	8	11	1	13	39.6	52.6	89.7	12.9	8*	10	-1	S(5)	4- 0	0	0	1WR-B	E	10
ATN	"Johnson,J"	65	40	6	11.5	17.5	18.2	0	0	11	25	10	18.6	28.6	23.9	0	0	11	-3	R(1) C(5)	3- 0	0	13	1WR-C	E	10
CHA	"Jones,N"	71	56	1	7.1	8.1	19.5	2.8	4*	4	33	2	3.8	5.8	6.2	0.6	0	7	-4	R(1) C(2)	2-20	0	20	1WR-C	E	10
SEA	"Karns,N"	94	38	18	7.2	25.2	13.6	0.8	1	0	24	11	26	37	43.2	2	3	2	9	S(5) R(3) C(0)	4-31	3	11	1WR-C	E	10
LAN	"Kazmir,S*"	136	13	7	13	20	20.9	1.8	3	1	27	10	18.4	28.4	35.3	3	4	1	0	S(5)	3- 0	0	7	1WL-B	E	12
TEA	"Kela,K"	34	50	14	6.6	20.5	14.6	1.2	1	0	27	18	11.4	29.4	31	4.1	7	4	-2	R(1)	3- 0	11	12	1WR-C	E	10
WAN	"Kelley,S"	58	44	3	12.8	15.8	39.5	6.8	8*	0	61	0	6	6	17.1	2.2	3*	0	0	R(1) C(3)	3- 0	0	8	1WR-C	E	10
BOA	"Kelly,J"	40	18	31	13.6	44.6	29.1	4.6	8	0	35	14	22.8	36.8	37.1	0	0	0	-3	S(5) R(3)	3-36	0	0	1WR-C	E	12
KCA	"Kennedy,I"	196	25	8	12.1	20.1	27.7	3.2	6	1	29	10	16.6	26.6	27.9	3.6	7	1	1	S(6*)	3- 0	0	4	1WR-C	E	10
LAN	"Kershaw,C*"	149	53	0	0	0	0	0	0*	10	40	0	6.7	6.7	10.4	0	0	10	-4	S(7)	3-10	9	8	2WL-B	E	14
HOA	"Keuchel,D*"	168	21	1	23.9	24.8	31.5	0.2	0	8	22	8	24	32	40.8	1.8	3	5	-3	S(6)	1- 0	0	12	1WL-C	E	13
BOA	"Kimbrel,C"	53	58	18	0.8	18.8	3.2	0.8	1*	0	53	25	0	25	0	0	0*	0	0	R(1) C(6)	3- 0	0	20	1WR-C	E	10
MNA	"Kintzler,B"	54	7	0	15.9	15.9	26.5	2.2	3	12	14	0	26.2	26.2	32.6	0	0	12	-6	R(1) C(5)	2- 0	0	0	1WR-C	E	10
CLA	"Kluber,C"	215	29	6	12.7	18.7	21.7	1	1	8	41	6	8	14	19	2	2	9	-2	S(7*)	2- 7	2	5	3WR-B	E	12
MLN	"Knebel,C"	33	44	5	6.2	11.1	11	0	0	0	26	17	25.7	42.7	37.8	2	2	0	7	R(1) C(1)	3-44	0	6	1WR-C	E	10
MMN	"Koehler,T"	177	25	15	16.8	31.8	28	2	4	2	12	12	19.9	31.9	32.5	1.8	4	3	1	S(6)	5- 8	0	11	1WR-D	E	10
SFN	"Kontos,G"	53	16	14	15.1	29.1	15.1	0	0	12	9	6	10.1	16.1	14.6	0	0	12	9	R(2)	3- 0	0	4	1WR-C	E	10
ATN	"Krol,I*"	51	32	0	29.8	29.8	38.9	0.2	0	1	34	4	19.2	23.2	22.7	1	2	2	3	R(1)	2-28	0	20	1WL-C	E	10
PIN	"Kuhl,C"	71	9	6	26.3	32.3	44.1	1.8	3	6	21	6	16	22	28.5	0.4	1	6	0	S(6)	2- 0	0	6	1WR-D	E	10
CHN	"Lackey,J"	188	25	11	16.7	27.7	24.4	0.6	1	4	34	5	8.2	13.2	18	3	5	4	2	S(6)	5- 0	0	4	1WR-B	E	10
CIN	"Lamb,J*"	70	15	12	24.1	36.1	30.7	2.2	2	3	16	13	25.5	38.5	47	4.3	6	4	6	S(5)	4- 0	4	2	1WL-C	E	10
WAN	"Latos,M"	70	4	15	11.3	26.3	28.2	3.2	6	0	10	9	26	35	35.1	1.8	2	3	9	S(5) R(3)	3- 0	0	2	6NR-C	E	13
SFN	"Law,D"	55	29	0	7.9	7.9	14.4	0	2	9	24	6	15.1	21.1	22.4	0	0	9	-3	R(1) C(0)	3- 0	0	4	1WR-D	E	10
NYA	"Layne,T*"	45	21	14	11.9	26	11.9	0	0	4	22	13	16.5	29.5	24.8	0	0	4	-3	R(1) C(0)	2-31	0	10	1WL-C	E	10
SLN	"Leake,M"	177	16	0	19.5	19.5	34.9	3.2	5	5	11	0	30.1	30.1	40.2	0.6	0	5	4	S(6)	2-33	0	8	2WR-C	E	10
PIN	"LeBlanc,W*"	62	12	0	14.2	14.2	33.1	3.2	6	12	23	2	16.2	18.2	43.8	5.8	8	12	-3	S(6) R(3) C(1)	3- 0	0	0	1WL-C	E	10
CHN	"Lester,J*"	203	32	2	11.7	13.7	19.5	0.8	2	10	29	6	11.6	17.6	18	1.8	2	10	8	S(7*)	5- 0	0	4	1WL-A	E	13
TEA	"Lewis,C"	116	7	7	11.4	18.4	21.4	2.8	4	6	15	2	13.5	15.5	28.3	3.4	6	7	8	S(6)	4-12	0	1	1WR-C	E	10
LAN	"Liberatore,A*"	43	28	6	7.4	13.4	14.8	0	0	4	43	10	17.5	27.5	27.1	0	1	1	2	R(1)	5- 0	0	6	1WL-C	E	10
LAA	"Lincecum,T"	38	14	9	39.5	48.5	53.5	2.6	5	2	0	25	44.8	69.8	89.4	10.3	8*	0	9	S(5)	4- 0	0	14	1WL-C	E	14
TOA	"Liriano,F*"	163	26	12	13.9	25.9	26.9	2.6	4	7	28	18	13.8	31.8	25.1	2.8	5	6	2	S(6) R(3)	2-36	0	11	8NL-D	E	10
PIN	"Locke,J*"	127	6	3	25.1	28.1	38.4	2	3	9	4	8	26.8	34.8	46	2	4	8	0	S(5) R(3)	2-23	0	11	1WL-A	E	13
CON	"Logan,B*"	46	50	8	1.6	9.6	3.2	0	0*	6	34	11	9.1	20.1	25.4	3.6	5*	7	-3	R(1) C(0)	3-31	0	20	1WR-C	E	10
WAN	"Lopez,R"	44	28	16	9.3	25.3	22.4	3.2	6*	0	19	12	32.6	44.6	50.9	0	0	0	0	S(5) R(4)	3- 0	0	20	1WR-B	E	10
CIN	"Lorenzen,M"	50	14	7	9.4	16.5	9.4	0	0	17	38	3	17.2	20.2	28.1	3	5	6	-2	R(2)	3-28	16	9	6NR-C	E	14
DEA	"Lowe,M"	49	34	11	15.8	26.8	42	4.3	8*	0	20	11	27.3	38.3	55.5	5.5	8	0	-3	R(1)	3- 0	0	8	1WL-C	E	10
NYN	"Lugo,S"	64	12	13	3.7	16.6	11.6	1.8	3*	9	21	3	11.7	14.7	19.8	0.8	1	9	-2	S(5) R(3)	3- 0	6	3	3WR-D	E	10
CON	"Lyles,J"	59	0	18	26.7	44.7	41.8	0.6	0	7	9	10	22.7	32.7	28.9	0	0	7	4	S(5) R(3) C(0)	5-24	0	17	1WR-D	E	13
SLN	"Lyons,T*"	48	19	7	4.1	11	12.9	2.4	4*	12	35	7	8.8	15.8	29.5	6	8*	13	1	R(3)	3- 0	0	10	1WL-C	E	10
OAA	"Madson,R"	65	17	4	14.1	18	25.1	3	6	9	18	7	19.9	26.8	24.5	0	0	10	9	R(1) C(5)	4- 0	5	14	1WL-C	E	10
LAN	"Maeda,K"	176	20	9	16.3	25.3	26.3	2	2	4	40	2	12.5	14.5	17.7	1.6	2	5	0	S(6)	1-24	0	7	6NR-A	E	14
OAA	"Manaea,S*"	145	34	0	5.8	5.8	14.6	2.2	4	7	21	6	18.3	24.3	32.2	2.2	5	7	-6	S(6)	3-10	0	4	1WR-D	E	10
SLN	"Maness,S"	32	5	3	15.4	18.4	18.4	1	1	9	1	1	26.8	27.8	50.8	0	0	9	0	R(2)	2-51	0	14	1WR-C	E	10
CLA	"Manship,J"	43	9	5	16.1	21.1	38.7	3.8	7*	9	24	21	10.7	31.7	18.7	2	3	11	-3	R(1)	3- 0	0	0	1WR-C	E	10
MLN	"Marinez,J"	62	20	4	18.2	22.2	29.9	0.8	0	8	18	9	20	29	26.8	0	0	8	2	R(2)	3- 0	0	14	1WR-C	E	10
SLN	"Martinez,C"	195	19	14	14.3	28.3	21.3	1.4	2	12	29	5	8.4	13.4	9.1	0	0	12	3	S(6)	3-22	0	9	4WR-A	E	14
TEA	"Martinez,N"	39	0	19	16.9	35.9	40.4	4.8	8	11	0	9	15.4	24.4	23.9	1.6	2	13	7	S(5) R(3)	3- 0	0	0	1WL-C	E	13
NYN	"Matz,S*"	132	19	2	22.8	24.8	34	1.2	1	4	31	4	17.3	21.3	24.4	1.8	2	4	7	S(6)	3-11	2	4	2WR-A	E	13
SDN	"Maurer,B"	70	37	10	7.4	17.4	13.4	0.4	1	0	23	0	20.4	20.4	37.5	1.8	2	0	-1	R(1) C(3)	3-21	0	9	1WR-C	E	10
MNA	"May,T"	43	50	19	1.6	20.7	6.5	1.6	3*	0	46	6	19.3	25.3	46.2	3.2	6*	0	4	R(1) C(0)	2-34	0	20	1WR-C	E	10
CLA	"McAllister,Z"	52	21	9	14.3	23.3	22.3	1.6	2	0	34	14	18.7	32.7	34.7	1.6	1	0	9	R(1)	4- 0	0	12	1WR-C	E	10
LAN	"McCarthy,B"	40	31	27	7.8	34.8	11.9	0	0	7	36	22	7.1	29.1	13.6	0	0*	5	5	S(5) R(3)	3- 0	0	11	1WR-D	E	10
HOA	"McCullers,L"	81	35	13	23	36	33.5	0	0	1	30	24	14.8	38.8	19.3	0	0	3	-5	S(5)	2- 0	10	20	3WL-C	E	10
CON	"McGee,J*"	46	24	10	28.5	38.5	50.3	0	0	7	12	6	23.6	29.6	45.7	6.3	8	7	-1	R(1) C(4)	4- 0	0	18	1WL-C	E	10
MMN	"McGowan,D"	67	15	15	15.7	30.7	37.7	3.2	6	7	34	11	2.5	13.5	5.7	0.4	1	7	5	R(2) C(0)	4-21	0	13	1WR-D	E	10
HOA	"McHugh,C"	185	28	7	26.9	33.9	39.4	1.6	3	6	24	5	22.9	27.9	38.5	2.2	4	6	-2	S(6)	3- 0	0	10	1WR-C	E	10
WAN	"Melancon,M"	71	35	4	12.1	16.1	14.1	0	0	9	23	0	7.8	7.8	8.8	0	0	9	0	R(1) C(6)	3- 0	0	14	1WR-C	E	10
OAA	"Mengden,D"	72	24	15	27.3	42.3	47.1	0.4	1	0	23	11	27	38	40.3	2.4	5	0	-4	S(5)	2- 0	0	14	1WR-C	E	10
BAA	"Miley,W*"	166	18	10	15.9	25.9	29	1.6	1	9	20	5	26.6	31.6	42.5	3	4	10	-5	S(6)	2- 0	5	10	2WL-B	E	10
CLA	"Miller,A*"	74	66	0	5.9	5.9	18	3.2	5*	0	76	0	1	1	4	1	1*	0	-2	R(1) C(4)	4- 0	0	3	1WL-C	E	10
CON	"Miller,J"	43	22	15	26.8	41.8	65.9	4.3	7	0	30	15	21.5	36.5	31.5	0.6	0	1	6	R(2)	4- 0	7	14	1WR-C	E	10
ARN	"Miller,S"	101	8	12	28.2	40.2	46.8	2.2	4	4	13	7	23.5	30.5	35	1.4	2	4	2	S(5)	4- 0	0	5	1WR-C	E	13
MNA	"Milone,T*"	69	11	2	20.6	22.6	47.1	8	8	5	12	6	23.9	29.9	40.4	3.6	6	5	1	S(5) R(3)	2- 0	5	9	3WL-C	E	10
SEA	"Miranda,A*"	58	16	14	18.6	32.7	38.9	1.2	2*	11	19	7	7.8	14.8	27.1	5.6	8*	11	-4	S(6) R(3)	3-26	0	8	1WL-C	E	10
CHN	"Montgomery,M*"	100	27	14	6.6	20.5	13.1	1	0	11	26	10	15.1	25.1	25.3	1	0	10	-3	S(5) R(3)	2-30	0	20	1WL-D	E	10
SFN	"Moore,M*"	198	25	7	17.2	24.2	25.4	2.4	3	0	23	11	15.6	26.6	24.1	2	3	0	-4	S(6*)	3- 7	2	6	1WL-C	E	12
PHN	"Morgan,A*"	113	22	8	20.3	28.3	33.1	1.6	3	4	16	1	30.3	31.3	55.6	4.3	7	0	0	S(5) R(3)	2-51	0	3	1WL-B	E	10
LAA	"Morin,M"	56	19	16	17.8	33.8	24.3	1.2	1	0	27	0	19.1	19.1	27.2	1.8	2	1	-6	R(1)	2- 0	8	3	1WR-C	E	10
KCA	"Moylan,P"	45	8	25	24.1	49.1	40.9	5.6	8	7	21	4	15.8	19.8	17.8	0	0	13	-2	R(1)	2-51	0	15	1WR-C	E	10
PHN	"Murray,C"	32	42	13	13.4	26.4	24.5	2.8	3	0	14	9	25.9	34.9	52.4	4	7	5	1	R(2)	4- 0	0	20	1WR-D	E	10
HOA	"Musgrove,J"	62	22	10	21.4	31.4	44.5	2.8	4	7	27	2	15.4	17.4	32.7	2.2	4	4	-5	S(5)	3- 0	0	0	1WR-B	E	10
OAA	"Neal,Z"	70	0	0	11.9	11.9	26.8	2.6	5	12	0	0	23.3	23.3	40.7	1.4	3	12	0	S(5) R(3) C(1)	3- 0	5	6	1WR-D	E	10
MLN	"Nelson,J"	179	14	18	12.8	30.8	26	2.6	1	7	17	12	21.5	33.5	32	2.6	3	5	9	S(5)	4-40	0	9	1WR-C	E	10
PHN	"Neris,H"	80	49	10	9.1	19.1	17.9	2	2	0	42	9	7.1	16	15.9	1.8	2	3	2	R(1) C(1)	3- 0	5	11	1WR-C	E	10
HOA	"Neshek,P"	47	26	0	13.4	13.4	48.7	10.3	8*	0	32	0	5.1	5.1	11.7	0	0*	0	-2	R(1)	3-31	0	4	1WS-C	E	10
PIN	"Nicasio,J"	118	33	10	20.8	30.8	47.2	5.3	8	0	37	9	14.6	23.5	23.6	0	0	5	-3	S(5) R(3)	3-12	0	5	1WR-B	E	13
MMN	"Nicolino,J*"	79	4	0	27.2	27.2	40.5	0.4	0	6	0	6	31.9	37.8	42.7	1.4	3	6	5	S(5) R(3)	2-18	0	2	1WL-D	E	13
NYN	"Niese,J*"	121	19	12	26.6	38.6	49.3	2.6	3	7	9	8	23	31	44.2	5	8	5	-5	S(5) R(3)	2-12	0	19	1WL-C	E	14
PHN	"Nola,A"	111	27	8	15.7	23.7	25.7	1.6	2	0	38	0	28.9	28.9	38.5	0.4	0	0	-1	S(6)	3-13	0	7	1WR-D	E	10
LAA	"Nolasco,R"	198	9	5	18.3	23.3	31.4	1	1	12	21	2	22	24	36.6	3.2	5	13	-2	S(6*)	3-14	0	20	1WR-C	E	10
LAN	"Norris,B"	113	21	20	21.7	41.7	39.5	2.8	4	5	23	6	17.3	23.3	24.8	1.4	1	8	4	S(5) R(3)	3-13	0	13	3WR-A	E	13
DEA	"Norris,D*"	69	46	14	9.8	23.9	21.9	1.8	3	0	21	5	23.6	28.6	37.3	2.4	4	2	-3	S(5)	3-21	0	2	1WL-C	E	10
PIN	"Nova,I"	162	7	0	28	28	49.6	2.2	3	11	25	2	18.1	20.1	32.9	2.4	3	12	2	S(5) R(4) C(0)	5-18	0	14	2WR-C	E	12
SEA	"Nuno,V*"	59	20	0	28.4	28.4	46.7	2.8	5	4	23	0	23.1	23.1	39.7	4.1	7	4	-4	R(2)	4- 0	14	0	1WL-C	E	10
LAA	"Oberholtzer,B*"	70	16	6	22.3	28.3	43.3	5.5	8	1	11	13	23	36	46.1	4.5	8	3	0	S(5) R(3)	2-40	0	2	1WL-C	E	10
BAA	"O'Day,D"	31	42	7	14.8	21.8	37.5	4	6*	0	40	12	6.7	18.6	19.2	3.4	6*	0	0	R(1) C(2)	4- 0	0	0	1WR-C	E	10
TBA	"Odorizzi,J"	188	36	5	5.2	10.2	12.9	2	3	4	13	5	21	26	39.7	3.4	6	6	-5	S(6)	2-15	2	3	2WR-D	E	10
ATN	"Ogando,A"	32	13	22	22.5	44.5	33.3	0	8	4	24	20	16.3	36.3	23	0	0	7	9	R(1)	5- 0	0	19	1WR-C	E	10
SLN	"Oh,S"	80	35	0	2	2	2	0	0	8	57	5	6.1	11.1	11.2	1.2	2	0	0	R(1) C(4)	5-18	0	8	1WR-C	E	10
CIN	"Ohlendorf,R"	66	23	12	7.6	19.6	18.1	2.4	2	0	29	17	15.1	32.2	38.9	6.3	8	0	2	R(1) C(1)	5- 0	0	13	1WR-C	E	10
SFN	"Osich,J*"	36	21	5	6.2	11.1	16.1	2	4	7	0	30	18	48	51.8	9.3	8	7	7	R(1)	2-40	0	11	1WL-C	E	10
TOA	"Osuna,R"	74	37	0	12.7	12.7	28.5	3.8	7	3	45	0	6.3	6.3	10.4	0	0	4	3	R(1) C(6)	3- 0	5	13	1WR-C	E	10
CLA	"Otero,D"	71	29	0	8.1	8.1	17.9	0	0	12	19	0	13.5	13.5	14.5	0	0	12	-2	R(2) C(0)	3- 0	0	6	1WR-C	E	10
WAN	"Papelbon,J"	35	12	10	19.6	29.6	29.9	1.4	3	12	33	5	23.1	28.1	39.5	0	0	11	3	R(1) C(5)	4- 0	0	5	1WR-C	E	10
SEA	"Paxton,J*"	121	4	10	23.6	33.6	33.8	0.2	0	12	32	0	25.6	25.6	36	0.4	0	11	-3	S(6)	2-36	0	9	1WL-C	E	10
HOA	"Peacock,B"	32	32	17	6.5	23.5	19.8	3.4	6*	11	20	14	4.1	18.1	16.4	4.1	7*	11	2	S(5) R(3)	2- 0	0	15	1WR-C	E	10
SFN	"Peavy,J"	119	15	8	27.4	35.4	58.7	2.2	4	4	22	5	21.5	26.5	40.3	3.2	7	3	0	S(5) R(3)	2-12	3	7	3WR-B	E	10
DEA	"Pelfrey,M"	119	0	10	36.3	46.3	49	1.8	3	11	0	11	28	39	36.5	1.6	2	12	-1	S(5) R(4)	4- 0	0	4	1WR-C	E	10
MLN	"Peralta,W"	128	10	7	26.4	33.4	46.5	2.6	2	6	18	9	26.3	35.3	39.3	2.4	4	6	3	S(6)	3-34	0	0	6NR-D	E	10
SDN	"Perdomo,L"	147	9	2	26.1	28.1	39.2	4.3	8	11	14	7	28.2	35.2	42.8	1.4	1	11	1	S(6) R(3)	4-30	0	14	1WR-D	E	14
TEA	"Perez,M*"	199	18	16	4.6	20.6	7.4	0.2	0*	12	0	10	22.5	32.5	32	1	1	12	0	S(6*)	3- 7	4	2	3WL-B	E	10
WAN	"Perez,O*"	40	34	10	16.7	26.7	34	1.8	3*	6	33	17	17.5	34.6	25.3	1.4	2	3	2	R(1)	3- 0	0	20	4WL-C	E	10
ATN	"Perez,W"	54	9	4	25.4	29.4	35.8	2.4	5	8	0	2	18.5	20.5	32.1	1.8	3	8	-6	S(5)	4- 0	0	16	1WR-D	E	10
WAN	"Petit,Y"	62	13	6	23.9	29.9	62.1	7.8	8*	3	20	0	21.3	21.3	31	2.6	4	2	2	R(3) C(0)	4-24	6	10	1WR-D	E	10
MMN	"Phelps,D"	87	34	20	11	31	18.3	1.4	3	4	57	6	4.6	10.6	6.6	0	0	5	1	S(5) R(3) C(2)	2-50	4	0	2WR-C	E	10
NYA	"Pineda,M"	176	36	9	23.4	32.4	41.6	1.6	1	2	34	5	19.9	24.9	36.8	3.2	4	4	4	S(6)	3-16	0	8	1WR-C	E	10
BOA	"Pomeranz,D*"	171	24	13	13.2	26.2	23.9	0.2	0	3	37	10	6.6	16.6	17.1	2.8	4	2	-2	S(6)	3- 8	0	13	6NR-B	E	10
BOA	"Porcello,R"	223	24	0	13.8	13.8	20	0	1	7	23	0	14.8	14.8	26.3	2.4	3	7	0	S(7*)	5- 6	0	2	1WR-C	E	10
MNA	"Pressly,R"	75	26	16	14.4	30.4	20.6	0	0	0	20	0	20.4	20.4	36.3	3.2	6	0	-2	R(1) C(0)	3-19	0	20	1WR-C	E	10
BOA	"Price,D*"	230	20	0	24.9	24.9	43.1	2.8	5	5	32	4	18.1	22	29.2	2	3	5	-3	S(7*)	3- 0	0	3	1WL-D	E	10
SDN	"Quackenbush,K"	60	16	10	21.1	31.1	43.4	0.8	1	0	12	8	8.8	16.8	23.6	3	5*	0	5	R(2) C(1)	4- 0	0	7	1WR-C	E	10
CON	"Qualls,C"	33	2	10	23.4	33.4	56.5	3.4	5	0	10	1	30.8	31.8	46.4	2	2	0	3	R(1)	4-44	0	5	1WR-C	E	10
CHA	"Quintana,J*"	208	22	2	18.5	20.5	29.8	0.8	1	6	24	5	14.3	19.3	26	1.6	2	6	-4	S(6*)	2- 7	2	11	1WR-C	E	10
TBA	"Ramirez,E"	91	6	8	22.1	30.1	46	4.3	8	11	21	2	17.9	19.9	26.4	2	3	12	3	R(2) C(1)	3- 0	0	17	1WR-C	E	10
